statid;timeobs (UTC);vindretning (°);label
0° is quiet, 360° is wind from north, 90° is wind from east etc.
606000;2009010100;273;1100
606000;2009010101;271;1100
606000;2009010102;273;1100
606000;2009010103;273;1100
606000;2009010104;299;1100
606000;2009010105;311;1100
606000;2009010106;336;1100
606000;2009010107;4;1100
606000;2009010108;13;1100
606000;2009010109;25;1100
606000;2009010110;28;1100
606000;2009010111;26;1100
606000;2009010112;68;1100
606000;2009010113;65;1100
606000;2009010114;60;1100
606000;2009010115;64;1100
606000;2009010116;54;1100
606000;2009010117;65;1100
606000;2009010118;49;1100
606000;2009010119;51;1100
606000;2009010120;20;1100
606000;2009010121;5;1100
606000;2009010122;13;1100
606000;2009010123;14;1100
606000;2009010200;0;1100
606000;2009010201;309;1100
606000;2009010202;0;1100
606000;2009010203;298;1100
606000;2009010204;297;1100
606000;2009010205;0;1100
606000;2009010206;0;1100
606000;2009010207;63;1100
606000;2009010208;287;1100
606000;2009010209;264;1100
606000;2009010210;264;1100
606000;2009010211;14;1100
606000;2009010212;352;1100
606000;2009010213;336;1100
606000;2009010214;305;1100
606000;2009010215;278;1100
606000;2009010216;242;1100
606000;2009010217;228;1100
606000;2009010218;233;1100
606000;2009010219;223;1100
606000;2009010220;214;1100
606000;2009010221;220;1100
606000;2009010222;227;1100
606000;2009010223;228;1100
606000;2009010300;252;1100
606000;2009010301;256;1100
606000;2009010302;260;1100
606000;2009010303;277;1100
606000;2009010304;270;1100
606000;2009010305;264;1100
606000;2009010306;266;1100
606000;2009010307;259;1100
606000;2009010308;268;1100
606000;2009010309;256;1100
606000;2009010310;257;1100
606000;2009010311;271;1100
606000;2009010312;274;1100
606000;2009010313;273;1100
606000;2009010314;286;1100
606000;2009010315;310;1100
606000;2009010316;305;1100
606000;2009010317;297;1100
606000;2009010318;295;1100
606000;2009010319;291;1100
606000;2009010320;282;1100
606000;2009010321;269;1100
606000;2009010322;0;1100
606000;2009010323;345;1000
606000;2009010400;0;1100
606000;2009010401;93;1100
606000;2009010402;82;1100
606000;2009010403;92;1100
606000;2009010404;88;1100
606000;2009010405;86;1100
606000;2009010406;80;1100
606000;2009010407;86;1100
606000;2009010408;81;1100
606000;2009010409;80;1100
606000;2009010410;82;1100
606000;2009010411;73;1100
606000;2009010412;63;1100
606000;2009010413;61;1100
606000;2009010414;57;1100
606000;2009010415;61;1100
606000;2009010416;61;1100
606000;2009010417;49;1100
606000;2009010418;45;1100
606000;2009010419;30;1100
606000;2009010420;22;1100
606000;2009010421;23;1100
606000;2009010422;16;1100
606000;2009010423;20;1100
606000;2009010500;20;1100
606000;2009010501;20;1100
606000;2009010502;23;1100
606000;2009010503;16;1100
606000;2009010504;13;1100
606000;2009010505;15;1100
606000;2009010506;359;1100
606000;2009010507;355;1100
606000;2009010508;343;1100
606000;2009010509;349;1100
606000;2009010510;322;1100
606000;2009010511;260;1100
606000;2009010512;314;1100
606000;2009010513;331;1100
606000;2009010514;304;1100
606000;2009010515;264;1100
606000;2009010516;252;1100
606000;2009010517;231;1100
606000;2009010518;225;1100
606000;2009010519;223;1100
606000;2009010520;219;1100
606000;2009010521;219;1100
606000;2009010522;206;1100
606000;2009010523;210;1100
606000;2009010600;213;1100
606000;2009010601;213;1100
606000;2009010602;206;1100
606000;2009010603;213;1100
606000;2009010604;216;1100
606000;2009010605;232;1100
606000;2009010606;240;1100
606000;2009010607;249;1100
606000;2009010608;245;1100
606000;2009010609;244;1100
606000;2009010610;240;1100
606000;2009010611;242;1100
606000;2009010612;251;1100
606000;2009010613;248;1100
606000;2009010614;243;1100
606000;2009010615;241;1100
606000;2009010616;244;1100
606000;2009010617;240;1100
606000;2009010618;239;1100
606000;2009010619;237;1100
606000;2009010620;231;1100
606000;2009010621;237;1100
606000;2009010622;279;1100
606000;2009010623;290;1100
606000;2009010700;290;1100
606000;2009010701;302;1100
606000;2009010702;306;1100
606000;2009010703;309;1100
606000;2009010704;319;1100
606000;2009010705;320;1100
606000;2009010706;325;1100
