statid;timeobs (UTC);vindretning (°);label
0° is quiet, 360° is wind from north, 90° is wind from east etc.
605200;2009010100;332;1100
605200;2009010101;335;1100
605200;2009010102;339;1100
605200;2009010103;345;1100
605200;2009010104;1;1100
605200;2009010105;28;1100
605200;2009010106;41;1100
605200;2009010107;55;1100
605200;2009010108;77;1100
605200;2009010109;79;1100
605200;2009010110;83;1100
605200;2009010111;78;1100
605200;2009010112;79;1100
605200;2009010113;72;1100
605200;2009010114;82;1100
605200;2009010115;81;1100
605200;2009010116;67;1100
605200;2009010117;53;1100
605200;2009010118;54;1100
605200;2009010119;65;1100
605200;2009010120;51;1100
605200;2009010121;65;1100
605200;2009010122;71;1100
605200;2009010123;121;1100
605200;2009010200;148;1100
605200;2009010201;141;1100
605200;2009010202;220;1100
605200;2009010203;243;1100
605200;2009010204;282;1100
605200;2009010205;294;1100
605200;2009010206;68;1100
605200;2009010207;123;1100
605200;2009010208;107;1100
605200;2009010209;54;1100
605200;2009010210;67;1100
605200;2009010211;42;1100
605200;2009010212;75;1100
605200;2009010213;119;1100
605200;2009010214;180;1100
605200;2009010215;214;1100
605200;2009010216;223;1100
605200;2009010217;268;1100
605200;2009010218;270;1100
605200;2009010219;274;1100
605200;2009010220;310;1100
605200;2009010221;314;1100
605200;2009010222;312;1100
605200;2009010223;314;1100
605200;2009010300;315;1100
605200;2009010301;311;1100
605200;2009010302;311;1100
605200;2009010303;312;1100
605200;2009010304;314;1100
605200;2009010305;309;1100
605200;2009010306;308;1100
605200;2009010307;295;1100
605200;2009010308;286;1100
605200;2009010309;288;1100
605200;2009010310;291;1100
605200;2009010311;286;1100
605200;2009010312;293;1100
605200;2009010313;300;1100
605200;2009010314;307;1100
605200;2009010315;319;1100
605200;2009010316;326;1100
605200;2009010317;332;1100
605200;2009010318;327;1100
605200;2009010319;331;1100
605200;2009010320;335;1100
605200;2009010321;343;1100
605200;2009010322;7;1100
605200;2009010323;16;1100
605200;2009010400;61;1100
605200;2009010401;104;1100
605200;2009010402;113;1100
605200;2009010403;115;1100
605200;2009010404;102;1100
605200;2009010405;116;1100
605200;2009010406;115;1100
605200;2009010407;101;1100
605200;2009010408;100;1100
605200;2009010409;88;1100
605200;2009010410;89;1100
605200;2009010411;83;1100
605200;2009010412;76;1100
605200;2009010413;74;1100
605200;2009010414;71;1100
605200;2009010415;73;1100
605200;2009010416;71;1100
605200;2009010417;74;1100
605200;2009010418;72;1100
605200;2009010419;79;1100
605200;2009010420;73;1100
605200;2009010421;71;1100
605200;2009010422;72;1100
605200;2009010423;60;1100
605200;2009010500;59;1100
605200;2009010501;49;1100
605200;2009010502;58;1100
605200;2009010503;74;1100
605200;2009010504;81;1100
605200;2009010505;86;1100
605200;2009010506;98;1100
605200;2009010507;105;1100
605200;2009010508;0;1100
605200;2009010509;0;1100
605200;2009010510;0;1100
605200;2009010511;0;1100
605200;2009010512;225;1100
605200;2009010513;269;1100
605200;2009010514;0;1100
605200;2009010515;0;1100
605200;2009010516;354;1100
605200;2009010517;309;1100
605200;2009010518;300;1100
605200;2009010519;281;1100
605200;2009010520;280;1100
605200;2009010521;265;1100
605200;2009010522;281;1100
605200;2009010523;297;1100
605200;2009010600;304;1100
605200;2009010601;294;1100
605200;2009010602;288;1100
605200;2009010603;281;1100
605200;2009010604;282;1100
605200;2009010605;283;1100
605200;2009010606;292;1100
605200;2009010607;284;1100
605200;2009010608;278;1100
605200;2009010609;268;1100
605200;2009010610;271;1100
605200;2009010611;266;1100
605200;2009010612;262;1100
605200;2009010613;261;1100
605200;2009010614;260;1100
605200;2009010615;259;1100
605200;2009010616;263;1100
605200;2009010617;253;1100
605200;2009010618;248;1100
605200;2009010619;248;1100
605200;2009010620;280;1100
605200;2009010621;307;1100
605200;2009010622;314;1100
605200;2009010623;314;1100
605200;2009010700;315;1100
605200;2009010701;321;1100
605200;2009010702;326;1100
605200;2009010703;336;1100
605200;2009010704;339;1100
605200;2009010705;341;1100
605200;2009010706;344;1100
605200;2009010707;340;1100
605200;2009010708;346;1100
605200;2009010709;350;1100
605200;2009010710;1;1100
605200;2009010711;6;1100
605200;2009010712;4;1100
605200;2009010713;8;1100
605200;2009010714;17;1100
605200;2009010715;23;1100
605200;2009010716;7;1100
605200;2009010717;339;1100
605200;2009010718;346;1100
605200;2009010719;321;1100
605200;2009010720;316;1100
605200;2009010721;219;1100
605200;2009010722;243;1100
605200;2009010723;233;1100
605200;2009010800;294;1100
605200;2009010801;285;1100
605200;2009010802;267;1100
605200;2009010803;246;1100
605200;2009010804;238;1100
605200;2009010805;234;1100
605200;2009010806;239;1100
605200;2009010807;242;1100
605200;2009010808;246;1100
605200;2009010809;247;1100
605200;2009010810;248;1100
605200;2009010811;250;1100
605200;2009010812;251;1100
605200;2009010813;257;1100
605200;2009010814;257;1100
605200;2009010815;257;1100
605200;2009010816;259;1100
605200;2009010817;255;1100
605200;2009010818;251;1100
605200;2009010819;256;1100
605200;2009010820;259;1100
605200;2009010821;264;1100
605200;2009010822;266;1100
605200;2009010823;264;1100
605200;2009010900;267;1100
605200;2009010901;265;1100
605200;2009010902;262;1100
605200;2009010903;264;1100
605200;2009010904;268;1100
605200;2009010905;268;1100
605200;2009010906;269;1100
605200;2009010907;270;1100
605200;2009010908;271;1100
605200;2009010909;273;1100
605200;2009010910;280;1100
605200;2009010911;284;1100
605200;2009010912;282;1100
605200;2009010913;274;1100
605200;2009010914;275;1100
605200;2009010915;273;1100
605200;2009010916;275;1100
605200;2009010917;266;1100
605200;2009010918;275;1100
605200;2009010919;276;1100
605200;2009010920;269;1100
605200;2009010921;272;1100
605200;2009010922;274;1100
605200;2009010923;272;1100
605200;2009011000;274;1100
605200;2009011001;269;1100
605200;2009011002;269;1100
605200;2009011003;266;1100
605200;2009011004;249;1100
605200;2009011005;248;1100
605200;2009011006;241;1100
605200;2009011007;241;1100
605200;2009011008;235;1100
605200;2009011009;232;1100
605200;2009011010;226;1100
605200;2009011011;228;1100
605200;2009011012;219;1100
605200;2009011013;218;1100
605200;2009011014;211;1000
605200;2009011015;210.6;1000
605200;2009011016;202.9;1000
605200;2009011017;209.6;1000
605200;2009011018;201.3;1000
605200;2009011019;199;1100
605200;2009011020;198;1100
605200;2009011021;187;1100
